warehouse_id,warehouse_name,x_length_m,y_length_m,z_height_m,date,time,stock,loaded_unloaded
WH001,North Zone Depot,51,55,11,2024-04-06,04:00:00,867,unloaded
WH002,East Zone Hub,56,58,10,2024-04-06,05:00:00,645,loaded
WH003,South Central Storage,34,30,15,2024-04-06,06:00:00,334,loaded
WH001,North Zone Depot,59,34,19,2024-04-06,07:00:00,660,unloaded
WH002,East Zone Hub,42,34,13,2024-04-06,08:00:00,313,loaded
WH003,South Central Storage,33,54,12,2024-04-06,09:00:00,505,loaded
WH001,North Zone Depot,50,48,16,2024-04-06,10:00:00,377,unloaded
WH001,North Zone Depot,57,44,11,2024-04-06,11:00:00,615,loaded
WH003,South Central Storage,31,34,15,2024-04-06,12:00:00,565,loaded
WH002,East Zone Hub,33,32,15,2024-04-06,13:00:00,893,unloaded
WH002,East Zone Hub,52,55,15,2024-04-06,14:00:00,1137,loaded
WH003,South Central Storage,58,37,12,2024-04-06,15:00:00,1050,unloaded
WH003,South Central Storage,51,49,18,2024-04-06,16:00:00,64,unloaded
WH001,North Zone Depot,59,55,12,2024-04-06,17:00:00,264,loaded
WH001,North Zone Depot,58,45,13,2024-04-06,18:00:00,614,loaded
WH003,South Central Storage,43,52,14,2024-04-06,19:00:00,743,loaded
WH001,North Zone Depot,35,59,8,2024-04-06,20:00:00,552,unloaded
WH003,South Central Storage,52,49,13,2024-04-06,21:00:00,501,unloaded
WH001,North Zone Depot,38,34,10,2024-04-06,22:00:00,1180,unloaded
WH001,North Zone Depot,39,50,16,2024-04-06,23:00:00,275,unloaded
WH003,South Central Storage,37,47,11,2024-04-07,00:00:00,1174,loaded
WH002,East Zone Hub,40,37,11,2024-04-07,01:00:00,136,loaded
WH003,South Central Storage,44,59,16,2024-04-07,02:00:00,403,loaded
WH001,North Zone Depot,54,52,10,2024-04-07,03:00:00,964,loaded
WH003,South Central Storage,54,34,19,2024-04-07,04:00:00,920,loaded
WH003,South Central Storage,44,53,17,2024-04-07,05:00:00,990,unloaded
WH001,North Zone Depot,47,45,19,2024-04-07,06:00:00,84,unloaded
WH003,South Central Storage,57,52,13,2024-04-07,07:00:00,860,unloaded
WH001,North Zone Depot,56,52,10,2024-04-07,08:00:00,635,unloaded
WH002,East Zone Hub,36,49,16,2024-04-07,09:00:00,924,unloaded
WH003,South Central Storage,56,30,15,2024-04-07,10:00:00,883,loaded
WH003,South Central Storage,33,48,16,2024-04-07,11:00:00,863,loaded
WH002,East Zone Hub,32,43,11,2024-04-07,12:00:00,1075,unloaded
WH003,South Central Storage,42,30,14,2024-04-07,13:00:00,654,unloaded
WH001,North Zone Depot,56,54,13,2024-04-07,14:00:00,1101,unloaded
WH001,North Zone Depot,58,52,13,2024-04-07,15:00:00,951,unloaded
WH002,East Zone Hub,50,35,17,2024-04-07,16:00:00,656,loaded
WH002,East Zone Hub,37,53,17,2024-04-07,17:00:00,407,loaded
WH002,East Zone Hub,30,55,14,2024-04-07,18:00:00,284,unloaded
WH003,South Central Storage,58,35,15,2024-04-07,19:00:00,400,unloaded
WH003,South Central Storage,59,50,13,2024-04-07,20:00:00,1181,unloaded
WH003,South Central Storage,36,44,19,2024-04-07,21:00:00,186,loaded
WH001,North Zone Depot,44,50,18,2024-04-07,22:00:00,896,unloaded
WH003,South Central Storage,49,42,15,2024-04-07,23:00:00,380,loaded
WH001,North Zone Depot,48,35,15,2024-04-08,00:00:00,604,loaded
WH001,North Zone Depot,36,37,9,2024-04-08,01:00:00,1193,loaded
WH002,East Zone Hub,47,54,12,2024-04-08,02:00:00,101,loaded
WH002,East Zone Hub,49,48,8,2024-04-08,03:00:00,188,loaded
WH002,East Zone Hub,46,34,9,2024-04-08,04:00:00,1178,unloaded
WH003,South Central Storage,50,46,10,2024-04-08,05:00:00,1112,unloaded
WH001,North Zone Depot,49,50,17,2024-04-08,06:00:00,171,loaded
WH003,South Central Storage,30,51,19,2024-04-08,07:00:00,449,unloaded
WH002,East Zone Hub,57,36,10,2024-04-08,08:00:00,212,unloaded
WH001,North Zone Depot,43,38,15,2024-04-08,09:00:00,1057,loaded
WH003,South Central Storage,43,40,9,2024-04-08,10:00:00,414,loaded
WH001,North Zone Depot,32,54,19,2024-04-08,11:00:00,981,loaded
WH003,South Central Storage,47,37,14,2024-04-08,12:00:00,763,loaded
WH002,East Zone Hub,44,38,19,2024-04-08,13:00:00,407,unloaded
WH003,South Central Storage,58,52,12,2024-04-08,14:00:00,280,unloaded
WH003,South Central Storage,58,57,12,2024-04-08,15:00:00,603,loaded
WH003,South Central Storage,55,35,9,2024-04-08,16:00:00,880,unloaded
WH001,North Zone Depot,42,30,8,2024-04-08,17:00:00,1024,unloaded
WH002,East Zone Hub,43,50,18,2024-04-08,18:00:00,806,loaded
WH001,North Zone Depot,56,35,10,2024-04-08,19:00:00,253,unloaded
WH001,North Zone Depot,41,58,11,2024-04-08,20:00:00,961,unloaded
WH002,East Zone Hub,47,31,9,2024-04-08,21:00:00,402,unloaded
WH001,North Zone Depot,53,30,15,2024-04-08,22:00:00,655,loaded
WH002,East Zone Hub,48,54,15,2024-04-08,23:00:00,955,unloaded
WH003,South Central Storage,33,53,19,2024-04-09,00:00:00,1008,loaded
WH003,South Central Storage,30,37,19,2024-04-09,01:00:00,1096,loaded
WH003,South Central Storage,37,49,17,2024-04-09,02:00:00,474,unloaded
WH003,South Central Storage,33,59,11,2024-04-09,03:00:00,1184,unloaded
WH003,South Central Storage,49,53,9,2024-04-09,04:00:00,757,loaded
WH002,East Zone Hub,45,51,17,2024-04-09,05:00:00,634,unloaded
WH001,North Zone Depot,44,42,15,2024-04-09,06:00:00,216,unloaded
WH003,South Central Storage,34,50,9,2024-04-09,07:00:00,196,loaded
WH001,North Zone Depot,36,43,18,2024-04-09,08:00:00,940,loaded
WH001,North Zone Depot,40,54,10,2024-04-09,09:00:00,862,unloaded
WH002,East Zone Hub,51,50,13,2024-04-09,10:00:00,887,unloaded
WH002,East Zone Hub,43,40,13,2024-04-09,11:00:00,1001,unloaded
WH003,South Central Storage,35,59,18,2024-04-09,12:00:00,728,loaded
WH001,North Zone Depot,38,42,15,2024-04-09,13:00:00,647,unloaded
WH003,South Central Storage,38,53,17,2024-04-09,14:00:00,92,loaded
WH003,South Central Storage,57,52,11,2024-04-09,15:00:00,162,unloaded
WH003,South Central Storage,57,51,17,2024-04-09,16:00:00,921,unloaded
WH001,North Zone Depot,38,35,16,2024-04-09,17:00:00,93,unloaded
WH002,East Zone Hub,32,32,9,2024-04-09,18:00:00,357,unloaded
WH001,North Zone Depot,32,53,16,2024-04-09,19:00:00,760,loaded
WH001,North Zone Depot,54,36,10,2024-04-09,20:00:00,410,unloaded
WH003,South Central Storage,44,53,15,2024-04-09,21:00:00,74,loaded
WH002,East Zone Hub,34,40,8,2024-04-09,22:00:00,167,loaded
WH002,East Zone Hub,36,44,12,2024-04-09,23:00:00,507,unloaded
WH002,East Zone Hub,48,58,8,2024-04-10,00:00:00,849,unloaded
WH002,East Zone Hub,53,33,9,2024-04-10,01:00:00,718,unloaded
WH002,East Zone Hub,38,36,16,2024-04-10,02:00:00,1028,loaded
WH003,South Central Storage,39,58,11,2024-04-10,03:00:00,61,loaded
WH001,North Zone Depot,35,38,10,2024-04-10,04:00:00,688,unloaded
WH003,South Central Storage,54,30,12,2024-04-10,05:00:00,725,unloaded
WH001,North Zone Depot,30,37,19,2024-04-10,06:00:00,1166,loaded
WH003,South Central Storage,36,38,18,2024-04-10,07:00:00,392,loaded
WH003,South Central Storage,37,33,17,2024-04-10,08:00:00,557,unloaded
WH002,East Zone Hub,43,33,11,2024-04-10,09:00:00,569,unloaded
WH003,South Central Storage,56,33,19,2024-04-10,10:00:00,436,loaded
WH002,East Zone Hub,47,57,10,2024-04-10,11:00:00,881,loaded
WH002,East Zone Hub,40,43,13,2024-04-10,12:00:00,63,loaded
WH003,South Central Storage,37,34,16,2024-04-10,13:00:00,762,loaded
WH001,North Zone Depot,40,40,11,2024-04-10,14:00:00,350,unloaded
WH003,South Central Storage,55,38,11,2024-04-10,15:00:00,62,loaded
WH003,South Central Storage,36,57,15,2024-04-10,16:00:00,886,unloaded
WH002,East Zone Hub,34,44,18,2024-04-10,17:00:00,663,unloaded
WH003,South Central Storage,51,53,8,2024-04-10,18:00:00,137,loaded
WH001,North Zone Depot,54,48,12,2024-04-10,19:00:00,415,unloaded
WH003,South Central Storage,36,48,14,2024-04-10,20:00:00,505,loaded
WH001,North Zone Depot,54,32,15,2024-04-10,21:00:00,420,unloaded
WH003,South Central Storage,39,57,14,2024-04-10,22:00:00,870,unloaded
WH003,South Central Storage,58,32,18,2024-04-10,23:00:00,555,loaded
WH002,East Zone Hub,33,37,15,2024-04-11,00:00:00,698,unloaded
WH003,South Central Storage,37,44,19,2024-04-11,01:00:00,285,unloaded
WH001,North Zone Depot,51,44,16,2024-04-11,02:00:00,316,loaded
WH002,East Zone Hub,42,55,18,2024-04-11,03:00:00,423,loaded
WH001,North Zone Depot,51,32,9,2024-04-11,04:00:00,639,loaded
WH002,East Zone Hub,50,46,8,2024-04-11,05:00:00,781,unloaded
WH003,South Central Storage,58,33,17,2024-04-11,06:00:00,1059,loaded
WH002,East Zone Hub,42,46,16,2024-04-11,07:00:00,650,loaded
WH002,East Zone Hub,54,37,17,2024-04-11,08:00:00,1135,loaded
WH001,North Zone Depot,56,59,17,2024-04-11,09:00:00,414,loaded
WH001,North Zone Depot,32,46,12,2024-04-11,10:00:00,58,unloaded
WH003,South Central Storage,33,33,9,2024-04-11,11:00:00,129,unloaded
WH002,East Zone Hub,40,34,12,2024-04-11,12:00:00,856,unloaded
WH002,East Zone Hub,31,58,19,2024-04-11,13:00:00,344,loaded
WH001,North Zone Depot,31,48,18,2024-04-11,14:00:00,932,loaded
WH001,North Zone Depot,36,31,13,2024-04-11,15:00:00,549,unloaded
WH001,North Zone Depot,34,49,16,2024-04-11,16:00:00,779,unloaded
WH003,South Central Storage,54,39,10,2024-04-11,17:00:00,705,unloaded
WH001,North Zone Depot,32,48,18,2024-04-11,18:00:00,663,loaded
WH003,South Central Storage,41,59,8,2024-04-11,19:00:00,423,loaded
WH001,North Zone Depot,31,32,18,2024-04-11,20:00:00,1190,loaded
WH002,East Zone Hub,42,43,19,2024-04-11,21:00:00,141,loaded
WH001,North Zone Depot,41,47,9,2024-04-11,22:00:00,103,loaded
WH003,South Central Storage,42,42,13,2024-04-11,23:00:00,1159,loaded
WH003,South Central Storage,50,53,19,2024-04-12,00:00:00,708,unloaded
WH003,South Central Storage,50,56,13,2024-04-12,01:00:00,1183,loaded
WH002,East Zone Hub,43,55,11,2024-04-12,02:00:00,1150,loaded
WH003,South Central Storage,59,32,9,2024-04-12,03:00:00,291,unloaded
WH001,North Zone Depot,50,43,10,2024-04-12,04:00:00,194,loaded
WH001,North Zone Depot,46,55,8,2024-04-12,05:00:00,477,unloaded
WH003,South Central Storage,36,55,12,2024-04-12,06:00:00,332,unloaded
WH002,East Zone Hub,36,52,10,2024-04-12,07:00:00,252,unloaded
WH001,North Zone Depot,32,54,10,2024-04-12,08:00:00,104,unloaded
WH003,South Central Storage,37,49,14,2024-04-12,09:00:00,785,unloaded
WH003,South Central Storage,53,33,13,2024-04-12,10:00:00,903,loaded
WH002,East Zone Hub,31,54,19,2024-04-12,11:00:00,305,loaded
WH003,South Central Storage,55,55,13,2024-04-12,12:00:00,365,unloaded
WH002,East Zone Hub,39,30,14,2024-04-12,13:00:00,1136,unloaded
WH001,North Zone Depot,56,43,15,2024-04-12,14:00:00,850,unloaded
WH002,East Zone Hub,59,30,18,2024-04-12,15:00:00,735,unloaded
WH001,North Zone Depot,41,58,11,2024-04-12,16:00:00,385,loaded
WH001,North Zone Depot,53,47,11,2024-04-12,17:00:00,1158,unloaded
WH003,South Central Storage,54,49,17,2024-04-12,18:00:00,555,loaded
WH003,South Central Storage,30,34,13,2024-04-12,19:00:00,238,unloaded
WH001,North Zone Depot,36,57,11,2024-04-12,20:00:00,63,loaded
WH002,East Zone Hub,33,43,19,2024-04-12,21:00:00,482,loaded
WH003,South Central Storage,57,41,13,2024-04-12,22:00:00,849,unloaded
WH001,North Zone Depot,44,37,11,2024-04-12,23:00:00,783,loaded
WH002,East Zone Hub,48,35,17,2024-04-13,00:00:00,954,unloaded
WH003,South Central Storage,56,52,18,2024-04-13,01:00:00,486,unloaded
WH003,South Central Storage,40,59,15,2024-04-13,02:00:00,1074,unloaded
WH001,North Zone Depot,43,37,8,2024-04-13,03:00:00,647,loaded
WH002,East Zone Hub,33,52,10,2024-04-13,04:00:00,157,loaded
WH001,North Zone Depot,38,59,11,2024-04-13,05:00:00,786,loaded
WH003,South Central Storage,50,46,10,2024-04-13,06:00:00,900,unloaded
WH001,North Zone Depot,51,54,10,2024-04-13,07:00:00,461,loaded
WH001,North Zone Depot,38,48,10,2024-04-13,08:00:00,1161,loaded
WH001,North Zone Depot,46,43,19,2024-04-13,09:00:00,274,unloaded
WH002,East Zone Hub,57,53,12,2024-04-13,10:00:00,884,loaded
WH002,East Zone Hub,47,34,10,2024-04-13,11:00:00,1129,loaded
WH002,East Zone Hub,31,51,10,2024-04-13,12:00:00,620,loaded
WH003,South Central Storage,47,43,12,2024-04-13,13:00:00,523,unloaded
WH003,South Central Storage,52,53,15,2024-04-13,14:00:00,774,unloaded
WH002,East Zone Hub,35,45,19,2024-04-13,15:00:00,52,loaded
WH002,East Zone Hub,49,43,15,2024-04-13,16:00:00,695,loaded
WH001,North Zone Depot,30,49,13,2024-04-13,17:00:00,157,unloaded
WH003,South Central Storage,30,32,19,2024-04-13,18:00:00,321,unloaded
WH002,East Zone Hub,58,38,10,2024-04-13,19:00:00,787,loaded
WH003,South Central Storage,30,34,12,2024-04-13,20:00:00,165,unloaded
WH003,South Central Storage,50,34,14,2024-04-13,21:00:00,498,loaded
WH002,East Zone Hub,31,59,19,2024-04-13,22:00:00,603,unloaded
WH001,North Zone Depot,45,54,9,2024-04-13,23:00:00,438,unloaded
WH003,South Central Storage,47,34,8,2024-04-14,00:00:00,204,loaded
WH001,North Zone Depot,35,56,13,2024-04-14,01:00:00,489,unloaded
WH001,North Zone Depot,45,46,16,2024-04-14,02:00:00,1039,unloaded
WH001,North Zone Depot,34,31,18,2024-04-14,03:00:00,1186,loaded
WH001,North Zone Depot,54,35,18,2024-04-14,04:00:00,1004,loaded
WH001,North Zone Depot,56,41,16,2024-04-14,05:00:00,1104,loaded
WH001,North Zone Depot,31,44,11,2024-04-14,06:00:00,640,loaded
WH002,East Zone Hub,37,42,12,2024-04-14,07:00:00,187,unloaded
WH001,North Zone Depot,30,50,19,2024-04-14,08:00:00,591,unloaded
WH003,South Central Storage,37,42,19,2024-04-14,09:00:00,1033,unloaded
WH001,North Zone Depot,57,39,15,2024-04-14,10:00:00,933,loaded
WH001,North Zone Depot,54,37,18,2024-04-14,11:00:00,67,unloaded
WH003,South Central Storage,45,43,16,2024-04-14,12:00:00,1150,loaded
WH003,South Central Storage,58,40,10,2024-04-14,13:00:00,288,unloaded
WH002,East Zone Hub,45,58,12,2024-04-14,14:00:00,571,unloaded
WH003,South Central Storage,39,39,19,2024-04-14,15:00:00,808,loaded
WH003,South Central Storage,51,53,19,2024-04-14,16:00:00,725,loaded
WH003,South Central Storage,34,43,14,2024-04-14,17:00:00,900,unloaded
WH002,East Zone Hub,58,47,18,2024-04-14,18:00:00,1057,unloaded
WH002,East Zone Hub,56,59,12,2024-04-14,19:00:00,502,loaded
WH001,North Zone Depot,43,44,14,2024-04-14,20:00:00,458,unloaded
WH001,North Zone Depot,42,48,19,2024-04-14,21:00:00,756,loaded
WH001,North Zone Depot,32,58,9,2024-04-14,22:00:00,556,unloaded
WH002,East Zone Hub,55,51,12,2024-04-14,23:00:00,799,loaded
WH002,East Zone Hub,52,44,19,2024-04-15,00:00:00,547,unloaded
WH003,South Central Storage,49,54,15,2024-04-15,01:00:00,633,loaded
WH003,South Central Storage,38,58,18,2024-04-15,02:00:00,506,loaded
WH002,East Zone Hub,43,30,10,2024-04-15,03:00:00,463,loaded
WH001,North Zone Depot,35,57,17,2024-04-15,04:00:00,210,loaded
WH001,North Zone Depot,59,51,12,2024-04-15,05:00:00,779,loaded
WH002,East Zone Hub,45,36,12,2024-04-15,06:00:00,530,loaded
WH002,East Zone Hub,48,45,13,2024-04-15,07:00:00,647,unloaded
WH002,East Zone Hub,53,30,14,2024-04-15,08:00:00,554,loaded
WH001,North Zone Depot,51,32,15,2024-04-15,09:00:00,90,loaded
WH003,South Central Storage,44,39,17,2024-04-15,10:00:00,187,unloaded
WH001,North Zone Depot,54,59,12,2024-04-15,11:00:00,947,loaded
WH003,South Central Storage,56,54,16,2024-04-15,12:00:00,1082,loaded
WH002,East Zone Hub,56,33,12,2024-04-15,13:00:00,399,unloaded
WH002,East Zone Hub,55,51,9,2024-04-15,14:00:00,92,loaded
WH003,South Central Storage,54,42,8,2024-04-15,15:00:00,901,unloaded
WH002,East Zone Hub,33,47,14,2024-04-15,16:00:00,484,loaded
WH001,North Zone Depot,54,53,8,2024-04-15,17:00:00,118,unloaded
WH003,South Central Storage,46,53,9,2024-04-15,18:00:00,103,loaded
WH002,East Zone Hub,42,55,12,2024-04-15,19:00:00,313,unloaded
WH001,North Zone Depot,53,49,14,2024-04-15,20:00:00,196,unloaded
WH002,East Zone Hub,48,46,15,2024-04-15,21:00:00,596,loaded
WH002,East Zone Hub,56,36,14,2024-04-15,22:00:00,312,unloaded
WH003,South Central Storage,43,45,18,2024-04-15,23:00:00,352,loaded
WH001,North Zone Depot,51,50,17,2024-04-16,00:00:00,200,loaded
WH002,East Zone Hub,31,34,15,2024-04-16,01:00:00,123,unloaded
WH002,East Zone Hub,45,47,10,2024-04-16,02:00:00,1074,loaded
WH002,East Zone Hub,50,54,17,2024-04-16,03:00:00,647,loaded
WH001,North Zone Depot,48,56,15,2024-04-16,04:00:00,252,unloaded
WH001,North Zone Depot,33,31,14,2024-04-16,05:00:00,1155,unloaded
WH002,East Zone Hub,53,44,13,2024-04-16,06:00:00,647,unloaded
WH002,East Zone Hub,44,35,18,2024-04-16,07:00:00,658,loaded
WH003,South Central Storage,43,39,18,2024-04-16,08:00:00,273,unloaded
WH001,North Zone Depot,35,49,15,2024-04-16,09:00:00,455,loaded
WH001,North Zone Depot,51,36,19,2024-04-16,10:00:00,777,loaded
WH002,East Zone Hub,45,57,8,2024-04-16,11:00:00,271,unloaded
WH003,South Central Storage,39,54,12,2024-04-16,12:00:00,624,loaded
WH002,East Zone Hub,52,33,15,2024-04-16,13:00:00,335,unloaded
WH003,South Central Storage,47,33,18,2024-04-16,14:00:00,1031,unloaded
WH002,East Zone Hub,39,34,17,2024-04-16,15:00:00,878,unloaded
WH002,East Zone Hub,32,38,13,2024-04-16,16:00:00,124,loaded
WH003,South Central Storage,41,34,10,2024-04-16,17:00:00,277,unloaded
WH001,North Zone Depot,49,31,11,2024-04-16,18:00:00,594,loaded
WH001,North Zone Depot,50,36,12,2024-04-16,19:00:00,493,loaded
WH001,North Zone Depot,42,37,8,2024-04-16,20:00:00,874,unloaded
WH003,South Central Storage,39,31,13,2024-04-16,21:00:00,571,loaded
WH001,North Zone Depot,47,32,17,2024-04-16,22:00:00,207,loaded
WH003,South Central Storage,32,35,11,2024-04-16,23:00:00,71,unloaded
WH003,South Central Storage,53,46,10,2024-04-17,00:00:00,636,unloaded
WH003,South Central Storage,57,43,17,2024-04-17,01:00:00,377,unloaded
WH001,North Zone Depot,45,54,17,2024-04-17,02:00:00,356,unloaded
WH003,South Central Storage,57,33,19,2024-04-17,03:00:00,885,loaded
WH001,North Zone Depot,35,55,10,2024-04-17,04:00:00,318,unloaded
WH002,East Zone Hub,32,52,17,2024-04-17,05:00:00,847,loaded
WH001,North Zone Depot,56,59,16,2024-04-17,06:00:00,87,loaded
WH003,South Central Storage,41,47,17,2024-04-17,07:00:00,888,unloaded
WH001,North Zone Depot,30,37,18,2024-04-17,08:00:00,628,unloaded
WH003,South Central Storage,31,47,9,2024-04-17,09:00:00,466,loaded
WH003,South Central Storage,39,55,9,2024-04-17,10:00:00,954,loaded
WH001,North Zone Depot,49,39,8,2024-04-17,11:00:00,883,unloaded
WH003,South Central Storage,43,44,8,2024-04-17,12:00:00,575,loaded
WH003,South Central Storage,40,44,11,2024-04-17,13:00:00,770,unloaded
WH001,North Zone Depot,58,56,16,2024-04-17,14:00:00,497,unloaded
WH001,North Zone Depot,31,44,19,2024-04-17,15:00:00,304,loaded
WH002,East Zone Hub,33,37,14,2024-04-17,16:00:00,936,unloaded
WH001,North Zone Depot,32,53,11,2024-04-17,17:00:00,795,unloaded
WH001,North Zone Depot,47,43,9,2024-04-17,18:00:00,958,unloaded
WH002,East Zone Hub,58,55,17,2024-04-17,19:00:00,518,loaded
WH003,South Central Storage,47,46,9,2024-04-17,20:00:00,746,loaded
WH003,South Central Storage,51,36,18,2024-04-17,21:00:00,847,unloaded
WH001,North Zone Depot,41,37,19,2024-04-17,22:00:00,954,unloaded
WH001,North Zone Depot,52,45,10,2024-04-17,23:00:00,865,loaded
WH003,South Central Storage,55,38,9,2024-04-18,00:00:00,1180,unloaded
WH001,North Zone Depot,49,43,8,2024-04-18,01:00:00,662,unloaded
WH002,East Zone Hub,46,52,13,2024-04-18,02:00:00,508,unloaded
WH002,East Zone Hub,48,55,18,2024-04-18,03:00:00,760,unloaded
WH002,East Zone Hub,42,39,13,2024-04-18,04:00:00,880,loaded
WH003,South Central Storage,42,46,13,2024-04-18,05:00:00,854,loaded
WH001,North Zone Depot,58,51,14,2024-04-18,06:00:00,454,unloaded
WH003,South Central Storage,50,52,8,2024-04-18,07:00:00,128,unloaded
WH002,East Zone Hub,52,57,13,2024-04-18,08:00:00,762,loaded
WH001,North Zone Depot,31,54,13,2024-04-18,09:00:00,987,loaded
WH001,North Zone Depot,36,59,12,2024-04-18,10:00:00,1053,unloaded
WH001,North Zone Depot,38,35,9,2024-04-18,11:00:00,896,unloaded
WH003,South Central Storage,33,51,18,2024-04-18,12:00:00,958,unloaded
WH001,North Zone Depot,36,47,17,2024-04-18,13:00:00,1060,unloaded
WH001,North Zone Depot,36,51,17,2024-04-18,14:00:00,713,loaded
WH002,East Zone Hub,49,44,10,2024-04-18,15:00:00,257,unloaded
WH001,North Zone Depot,33,33,10,2024-04-18,16:00:00,779,unloaded
WH003,South Central Storage,31,55,10,2024-04-18,17:00:00,250,unloaded
WH002,East Zone Hub,58,57,19,2024-04-18,18:00:00,129,unloaded
WH002,East Zone Hub,47,41,9,2024-04-18,19:00:00,875,loaded
WH001,North Zone Depot,30,52,8,2024-04-18,20:00:00,559,loaded
WH001,North Zone Depot,50,43,15,2024-04-18,21:00:00,449,loaded
WH001,North Zone Depot,31,54,13,2024-04-18,22:00:00,486,loaded
WH001,North Zone Depot,46,35,8,2024-04-18,23:00:00,1125,unloaded
WH002,East Zone Hub,53,37,14,2024-04-19,00:00:00,450,loaded
WH001,North Zone Depot,48,54,12,2024-04-19,01:00:00,462,loaded
WH003,South Central Storage,55,53,13,2024-04-19,02:00:00,684,loaded
WH001,North Zone Depot,39,58,16,2024-04-19,03:00:00,699,unloaded
WH003,South Central Storage,41,55,19,2024-04-19,04:00:00,77,loaded
WH001,North Zone Depot,57,36,13,2024-04-19,05:00:00,84,unloaded
WH003,South Central Storage,39,53,9,2024-04-19,06:00:00,879,unloaded
WH003,South Central Storage,37,45,18,2024-04-19,07:00:00,1056,unloaded
WH003,South Central Storage,31,49,8,2024-04-19,08:00:00,402,loaded
WH002,East Zone Hub,50,40,19,2024-04-19,09:00:00,452,unloaded
WH003,South Central Storage,40,47,8,2024-04-19,10:00:00,153,loaded
WH002,East Zone Hub,46,51,14,2024-04-19,11:00:00,471,loaded
WH002,East Zone Hub,30,36,11,2024-04-19,12:00:00,1179,loaded
WH003,South Central Storage,30,52,19,2024-04-19,13:00:00,243,loaded
WH003,South Central Storage,55,41,19,2024-04-19,14:00:00,694,loaded
WH002,East Zone Hub,30,54,13,2024-04-19,15:00:00,859,unloaded
WH002,East Zone Hub,38,52,14,2024-04-19,16:00:00,305,loaded
WH003,South Central Storage,54,49,13,2024-04-19,17:00:00,875,loaded
WH003,South Central Storage,58,41,16,2024-04-19,18:00:00,525,loaded
WH001,North Zone Depot,57,32,18,2024-04-19,19:00:00,1195,unloaded
WH002,East Zone Hub,54,53,16,2024-04-19,20:00:00,419,loaded
WH001,North Zone Depot,45,54,8,2024-04-19,21:00:00,624,loaded
WH001,North Zone Depot,54,46,15,2024-04-19,22:00:00,1197,unloaded
WH001,North Zone Depot,47,33,12,2024-04-19,23:00:00,574,unloaded
WH001,North Zone Depot,52,58,11,2024-04-20,00:00:00,1099,unloaded
WH002,East Zone Hub,46,57,13,2024-04-20,01:00:00,879,loaded
WH001,North Zone Depot,33,36,17,2024-04-20,02:00:00,1164,loaded
WH002,East Zone Hub,38,43,8,2024-04-20,03:00:00,894,unloaded
WH001,North Zone Depot,39,40,14,2024-04-20,04:00:00,311,unloaded
WH001,North Zone Depot,51,41,13,2024-04-20,05:00:00,173,unloaded
WH002,East Zone Hub,45,51,11,2024-04-20,06:00:00,667,loaded
WH003,South Central Storage,31,31,18,2024-04-20,07:00:00,319,loaded
WH002,East Zone Hub,38,57,16,2024-04-20,08:00:00,584,loaded
WH001,North Zone Depot,45,52,8,2024-04-20,09:00:00,1113,loaded
WH003,South Central Storage,36,34,8,2024-04-20,10:00:00,84,loaded
WH003,South Central Storage,58,48,17,2024-04-20,11:00:00,1155,unloaded
WH002,East Zone Hub,38,46,18,2024-04-20,12:00:00,117,loaded
WH001,North Zone Depot,42,54,17,2024-04-20,13:00:00,920,loaded
WH002,East Zone Hub,46,47,17,2024-04-20,14:00:00,1092,loaded
WH001,North Zone Depot,50,49,9,2024-04-20,15:00:00,170,loaded
WH003,South Central Storage,59,58,10,2024-04-20,16:00:00,58,unloaded
WH001,North Zone Depot,44,34,9,2024-04-20,17:00:00,253,unloaded
WH002,East Zone Hub,34,31,16,2024-04-20,18:00:00,244,unloaded
WH001,North Zone Depot,46,50,11,2024-04-20,19:00:00,972,loaded
WH002,East Zone Hub,38,31,14,2024-04-20,20:00:00,862,unloaded
WH001,North Zone Depot,40,57,10,2024-04-20,21:00:00,142,unloaded
WH003,South Central Storage,53,31,8,2024-04-20,22:00:00,187,unloaded
WH002,East Zone Hub,30,34,16,2024-04-20,23:00:00,752,unloaded
WH003,South Central Storage,57,52,13,2024-04-21,00:00:00,166,loaded
WH002,East Zone Hub,49,42,19,2024-04-21,01:00:00,833,unloaded
WH002,East Zone Hub,59,55,16,2024-04-21,02:00:00,463,loaded
WH003,South Central Storage,40,45,14,2024-04-21,03:00:00,301,unloaded
WH002,East Zone Hub,52,37,17,2024-04-21,04:00:00,409,unloaded
WH002,East Zone Hub,56,49,15,2024-04-21,05:00:00,262,unloaded
WH002,East Zone Hub,51,59,19,2024-04-21,06:00:00,928,unloaded
WH002,East Zone Hub,31,34,10,2024-04-21,07:00:00,710,loaded
WH003,South Central Storage,56,41,17,2024-04-21,08:00:00,1193,loaded
WH002,East Zone Hub,46,33,13,2024-04-21,09:00:00,170,loaded
WH003,South Central Storage,35,46,18,2024-04-21,10:00:00,118,loaded
WH002,East Zone Hub,43,56,9,2024-04-21,11:00:00,784,loaded
WH002,East Zone Hub,38,49,11,2024-04-21,12:00:00,65,loaded
WH001,North Zone Depot,58,58,12,2024-04-21,13:00:00,56,unloaded
WH003,South Central Storage,45,56,13,2024-04-21,14:00:00,985,unloaded
WH001,North Zone Depot,49,47,18,2024-04-21,15:00:00,999,loaded
WH003,South Central Storage,34,36,14,2024-04-21,16:00:00,379,unloaded
WH003,South Central Storage,44,56,17,2024-04-21,17:00:00,1094,unloaded
